Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
121622,"Mrs. McGinty's Dead (Hercule Poirot, #32)",Agatha Christie,"Christie, Agatha",Hugh Fraser,"=""1572707313""","=""9781572707313""",4,AudioGO,Audio CD,244,2007,1952,2022/12/21,2022/12/15,,,read,"Honestly, the book lost me a bit in the middle but it's not possible not to love Poirot, especially since the story starts fully with him (and a marvelous interaction between narrator and Poirot).<br/><br/>Overall a good story but I felt a bit lost at some points with the amount of detail (and possibly red herrings)",,,1,0
388018,"The Clocks (Hercule Poirot, #39)",Agatha Christie,"Christie, Agatha",Robin  Bailey,"=""1572703938""","=""9781572703933""",2,Audio Partners,Audio Cassette,8,2004,1963,2022/12/14,2022/12/04,,,read,It pains me to say this but this is a very underwhelming book. The plot seems bleak and sort of made of at the end and story itself felt … ‘weird’!<br/>Definitely not a Christie’s favourite,,,1,0
23128304,The Strange Library,Haruki Murakami,"Murakami, Haruki",Ted Goossen,"=""0385354304""","=""9780385354301""",3,Knopf,Paperback,96,2014,2005,2022/12/03,2022/12/02,,,read,Definitely a strange book but I don’t really know what to say about it. At the end it just felt like a regular creepy pasta.<br/>Maybe there was some sort of metaphor that you’re supposed to get but I really couldn’t get much out of it ,,,1,0
2354010,"Win, Lose or Die (John Gardner's Bond, #8)",John  Gardner,"Gardner, John",,"=""""","=""""",1,Coronet,Paperback,224,1990,1989,2022/11/25,2022/10/23,,,read,"I very, very, very poor book.<br/>I can forgive how corny it feels since it is an old book but it just feels like it's poorly written with the story dragging along for what seems forever.<br/>I have another Bond book by Gardner... Let's see if that one is any better.",,,1,0
38880861,Among the Beasts & Briars,Ashley Poston,"Poston, Ashley",,"=""0063025892""","=""9780063025899""",2,Balzer + Bray,Audiobook,8,2020,2020,2022/12/02,2022/11/26,,,read,"I feel bad for giving it 2 stars, but I couldn't connect with it.<br/>The descriptions felt bleaks (and repetitive) most of the time and the dialogues between characters didn't really feel natural to me. The plot is kinda meh and seemed unfinished, with a lot of points that just were passed by without much attention to it, and the ""action"" in it was also very flat.<br/>The story also felt extremely slow and I ended up listening to it at 2x.<br/><br/>It has a lot of potential but it ended up being very underwhelming.",,,2,0
36421604,"The Other Woman (Gabriel Allon, #18)",Daniel Silva,"Silva, Daniel",,"=""0062835297""","=""9780062835291""",0,Harper,Paperback,496,2018,2018,,2022/11/24,to-read,to-read (#16),to-read,,,,0,0
57642699,Cyber Mage,Saad Z. Hossain,"Hossain, Saad Z.",,"=""1951213289""","=""9781951213282""",0,The Unnamed Press,Paperback,341,2021,2021,,2022/11/19,to-read,to-read (#15),to-read,,,,0,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",4,Signet Classics,Mass Market Paperback,141,1996,1945,2022/11/17,2022/11/04,,,read,This is my first Orwell and possibly won’t be the last.<br/>His writing is entertaining and his topics extremely pertinent and it’s easy to do the correlation with our own lives.<br/>I suggest at least giving it a chance <br/>,,,1,0
46041199,"Kim Jiyoung, Born 1982",Cho Nam-Joo,"Nam-Joo, Cho",Jamie Chang,"=""1631496700""","=""9781631496707""",0,Liveright,Hardcover,163,2020,2016,,2022/10/31,to-read,to-read (#14),to-read,,,,0,0
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",4,St. Martin's Griffin,Paperback,264,2004,1939,2022/10/27,2022/10/22,,,read,"I've listened to the audiobook narrated by Dan Steves, and, honestly, it was amazing.<br/>While the plot feels a bit thin in some places, the characters' interactions make up for it.<br/><br/>I would like to give it 5 stars but the story felt rushed once I got to the middle of the book.",,,1,0
43398196,Tokyo Ueno Station,Yū Miri,"Miri, Yū",Morgan Giles,"=""1911284169""","=""9781911284161""",0,Tilted Axis Press ,Paperback,168,2019,2014,,2022/10/23,to-read,to-read (#13),to-read,,,,0,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank, Fyodor Dostoyevsky","=""""","=""""",0,Penguin,Paperback,671,2002,1866,,2022/10/22,to-read,to-read (#12),to-read,,,,0,0
18490,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",,"=""""","=""""",5,Penguin,Paperback,288,2003,1818,,2022/10/22,,,read,,,,1,0
1934,"Little Women (Little Women, #1)",Louisa May Alcott,"Alcott, Louisa May","Regina Barreca, Grzegorz Komerski, Marta Fihel","=""""","=""""",0,Signet Classics,Mass Market Paperback,449,2004,1868,,2022/10/22,to-read,to-read (#11),to-read,,,,0,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""1441341706""","=""9781441341709""",0,Modern Library,Paperback,279,2023,1813,,2022/10/22,to-read,to-read (#10),to-read,,,,0,0
227463,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,"=""""","=""""",0,W. W. Norton & Company,Paperback,192,1986,1962,,2022/10/22,to-read,to-read (#9),to-read,,,,0,0
929,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""1400096898""","=""9781400096893""",0,Vintage Books USA,Mass Market Paperback,503,2005,1997,,2022/10/22,to-read,to-read (#8),to-read,,,,0,0
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",0,Penguin,Paperback,368,1995,1955,,2022/10/22,to-read,to-read (#7),to-read,,,,0,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",0,Penguin Books ,Paperback,182,1999,1954,,2022/10/22,to-read,to-read (#6),to-read,,,,0,0
18405,Gone with the Wind,Margaret Mitchell,"Mitchell, Margaret",,"=""0446365386""","=""9780446365383""",0,Warner Books,Mass Market Paperback,1037,1993,1936,,2022/10/22,to-read,to-read (#5),to-read,,,,0,0
18114322,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",,"=""067001690X""","=""9780670016907""",0,Viking,Hardcover,536,2014,1939,,2022/10/22,to-read,to-read (#4),to-read,,,,0,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0060935464""","=""9780060935467""",0,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2022/10/22,to-read,to-read (#3),to-read,,,,0,0
18144590,The Alchemist,Paulo Coelho,"Coelho, Paulo",,"=""0062315005""","=""9780062315007""",1,HarperOne,Paperback,182,2014,1988,2022/10/22,2022/10/21,,,read,"I knew nothing about the book beforehand and still felt disappointed with it. It’s repetitive, preachy and extremely bland.<br/>The best part of it was listening to the audiobook with Jeremy Irons",,,1,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",4,Atria Books,Hardcover,389,2017,2017,2022/10/20,2022/10/14,,,read,"The narration of Evelyn’s life was refreshing and I felt like the characters were, somewhat, human.<br/>The major plot point, however, didn’t cut it for me and felt out of place. Also, I didn’t feel connected to Monique whatsoever so that meant that her paragraphs/chapters were a real miss for me.<br/>I can’t speak for how well the relationships were made in the book but I really appreciated how the characters interacted and what was described about them.",,,1,0
22023711,The Mighty Blockhead,Frank Gruber,"Gruber, Frank",,"=""""","=""""",4,Frank Gruber,Paperback,179,1941,1941,2022/10/05,2022/09/16,,,read,,,,1,0
36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"Covey, Stephen R.",Jim Collins,"=""0743269519""","=""9780743269513""",1,Free Press,Paperback,372,2004,1989,2022/09/26,2022/09/23,,,read,"Thanks, I hated it!<br/><br/>One of the dullest books around. I know it's old and I know all the others eventually borrowed from it but it just goes on and on and on and on and on without really saying anything.<br/><br/>I just couldn't finish this book. I read/listened to about 30% of it and it all felt the same!",,,1,0
31423133,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,William H. McRaven,"McRaven, William H.",,"=""""","=""""",3,Grand Central Publishing,Audible Audio,2,2017,2017,2022/09/21,2022/09/20,,,read,,,,1,0
15995101,O Mistério do Barco Abandonado,Lionel White,"White, Lionel",Mascarenhas Barreto,"=""""","=""""",4,Livros do Brasil,Mass Market Paperback,174,,1967,2022/09/16,2022/09/10,,,read,,,,1,0
34032187,A Hesitação de Maigret,Georges Simenon,"Simenon, Georges",Paulo de Mello Barreto,"=""""","=""""",4,Livros do Brasil,Paperback,170,1984,1968,2022/09/09,2022/08/29,,,read,,,,1,0
801797,"The Big Kill (Mike Hammer, #5)",Mickey Spillane,"Spillane, Mickey",,"=""0451093836""","=""9780451093837""",3,Signet,Mass Market Paperback,168,1951,1951,2022/08/29,2022/08/22,,,read,,,,1,0
9143918,O Bastardo,Mickey Spillane,"Spillane, Mickey",L. de Almeida Campos,"=""""","=""""",3,Livros do Brasil,Paperback,161,1984,1984,2022/08/22,2022/08/08,,,read,,,,1,0
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""""","=""""",2,Vintage Books,Paperback,296,2000,1987,2022/07/17,2022/06/22,,,read,"I've tried to read other Murakami novels before but this was the first one I've finished.<br/>I was left disappointed; the story, for me, was lackluster, and I never felt like I was reading an actual story that walked toward something.<br/>Overall, very meh... Maybe Murakami stories just aren't made for me...",,,1,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""9798804636129""",3,Harper,Paperback,212,2016,2016,,2022/06/12,,,read,"Major takeaway from the book for me is: “You don’t control what happens to you but you control how you feel about it and what you do about it”.<br/><br/>The book might offer some interesting insights for someone who hasn’t read about personal development via other means, but for me it felt empty, with too many examples to make a point, and, overall, not very interesting",,,1,0
58202849,"A Botanist's Guide to Parties and Poisons (Saffron Everleigh Mystery, #1)",Kate Khavari,"Khavari, Kate",,"=""1639100075""","=""9781639100071""",0,Crooked Lane Books,Hardcover,262,2022,2022,,2022/05/31,to-read,to-read (#2),to-read,,,,0,0
57911600,Hell Followed With Us,Andrew Joseph White,"White, Andrew Joseph",,"=""1682633241""","=""9781682633243""",0,Peachtree Teen,Hardcover,398,2022,2022,,2022/05/31,to-read,to-read (#1),to-read,,,,0,0
1317181,"Harry Potter and the Order of the Phoenix (Harry Potter, #5, Part 1)",J.K. Rowling,"Rowling, J.K.",,"=""185549664X""","=""9781855496644""",4,BBC Audiobooks,Audiobook,412,2003,2003,,2021/11/16,,,read,,,,1,0
659469,The Hobbit,Chuck Dixon,"Dixon, Chuck","David Wenzel, Sean Deming, J.R.R. Tolkien","=""0345368584""","=""9780345368584""",4,Ballantine Books,Paperback,138,1990,2001,,2021/11/16,,,read,,,,1,0
6088007,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",Jack Womack,"=""""","=""""",4,Ace,Kindle Edition,268,2018,1984,2021/11/16,2021/09/28,,,read,"Once I finished 'Neuromancer' I went to my phone and Googled 'Neuromancer is confusing' and I started seeing what people were saying about it.<br/><br/>I was ready to give this book a bad rating because I couldn't understand most of it but then it struck me: the story is being told from Case's (the main character) POV and that means that I wasn't going to get a deep description of everything around him (technologies, jargon and so on) because he was already familiar with it. That ended up intriguing me...<br/>I'm used to having a character tell me everything I need to know about a scene but that's not very realistic. The characters wouldn't end up hovering over every single detail because they would be familiar with most of it and that's what makes Neuromancer different.<br/><br/>Neuromancer throws you right at the thick of it and expects you to just go with it. You learn as you go. There are expressions and words that you'll never know what they are but that's what's great about Science Fiction: you can create your own ideas based on what the author wrote!<br/><br/>The book doesn't get 5 stars from me because it does what I wrote above TOO WELL. I had a hard time grasping what was going around me and I finished the book feeling confused and disoriented...<br/><br/>But I also had the feeling of wanting to read it again just so I could better understand its world!<br/><br/>And that means that it was a fantastic book! ",,,1,0
38357895,Convenience Store Woman,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""""","=""""",2,Portobello Books,Paperback,163,2018,2016,2021/11/11,2021/10/06,,,read,"The active voice of the book is Keiko, a character that doesn't understand many social cues.<br/>This ends up being the book's demise because:<br/>- it doesn't allow itself to be the critique to conformity that it wants to be (because Keiko doesn't fully understand what this means)<br/>- Keiko's personality is waved off as being 'quirky' (which is not and should be treated as such)<br/>- it tries to make a commentary on work culture (and how you get praised for disregarding your personal life), but, again, since we're reading from a non-neurotypical character point of view, it never presents itself as something bad<br/><br/>There's not much to say about the book. There is no plot and it's incredibly mundane (not in a good way).<br/>The convenience store scenario ends up being the most interesting part because it showcases the neatly organized products, the Chorei routine, and a bit of Japan's work culture.<br/><br/>Maybe it just wasn't the book for me",,,1,0
145800,"Calamity Town (Ellery Queen Detective, #16)",Ellery Queen,"Queen, Ellery",,"=""0060974370""","=""9780060974374""",4,Harper Perennial,Paperback,288,1992,1942,2021/09/22,2021/07/18,,,read,"It is a well-written murder mystery that pretty much has everything that you would expect from the genre.<br/>Descriptive and easy to read, you go from one page to another without noticing.<br/>There are times, tho, where you don't really know which character is speaking since the dialogues don't have cues to it, but, other than that, entertaining.",,,1,0
785092,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,T. Harv Eker,"Eker, T. Harv",,"=""0060763280""","=""9780060763282""",2,Harper Collins Business,Hardcover,212,2005,2012,,2021/07/18,,,read,"If you're interested in this book to know the 'secret recipe' for being rich, you'll be extremely disappointed.<br/><br/>While the premise of the book is very good (change your way of thinking to be able to see things differently), it overextends it by going through the 'positive thinking' and 'the universe is not against you'. If you can look past that, it has some great insights and will most probably change your life in a good way (and that's all we can ask about, really).<br/><br/>However... My bad score for this book lands on the fact that:<br/>- the good points could be listed on a 10-minute read instead of 212 pages<br/>- the premise on why I should listen to Harv is because he has seminars about being rich<br/>- most of the book is about changing your habits and way of thinking but rephrased in different ways<br/><br/>The book gets salvaged by:<br/>- several insight moments (that means, you end up seeing a lot of stuff written that you might have thought but never really stopped to take a closer look at it)<br/>- offers a different point of view that some people might not be used to<br/><br/>I feel bad for giving this book a bad score because it's pretty much against what Harv 'teaches' and some of his stuff is pretty much accurate but I feel like there are better books out there with more complete information and with a clear learning path",,,2,0
